message_id,latency,producer_id,timestamp
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015232236_4270,0.6361854076385498,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015232.8748922
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015233240_837,0.38703298568725586,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015233.6283674
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015234241_1398,0.22693562507629395,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015234.4692488
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015235245_4406,0.2695753574371338,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015235.5151603
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015236249_8944,0.2631680965423584,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015236.5127497
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015237252_6378,0.2789480686187744,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015237.5321543
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015238254_9485,0.24361276626586914,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015238.4982574
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015239257_3999,0.21965384483337402,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015239.4775305
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015240260_6178,0.20731353759765625,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015240.4679854
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015241262_455,0.26285815238952637,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015241.5254135
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015242265_7703,0.2765679359436035,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015242.542387
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015243270_7033,0.256011962890625,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015243.5266395
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015244272_4385,0.19554901123046875,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015244.46818
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015245274_2332,0.22551178932189941,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015245.5021014
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015246278_5417,0.24226975440979004,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015246.522628
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015247282_7495,0.27368831634521484,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015247.558452
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015248286_6869,0.2097005844116211,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015248.4960136
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015249290_1354,0.2083735466003418,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015249.4988832
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015250293_8124,0.22496318817138672,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015250.5187771
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015251296_4627,0.2489914894104004,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015251.5463006
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015252298_6789,0.23430180549621582,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015252.532844
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015253299_9718,0.2022566795349121,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015253.5025034
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015254302_6422,0.2213420867919922,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015254.524422
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015255304_9750,0.22833824157714844,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015255.532785
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015256307_7010,0.2366466522216797,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015256.5444083
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015257309_2683,0.2042856216430664,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015257.5143704
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015258314_1186,0.22900843620300293,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015258.5436578
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015259316_4283,0.2043619155883789,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015259.5211205
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015260319_5587,0.21890807151794434,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015260.5386589
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015261322_8779,0.23818135261535645,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015261.5608473
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015262325_904,0.22785210609436035,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015262.554128
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015263328_2799,0.21305251121520996,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015263.5421026
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015264330_6686,0.21639013290405273,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015264.5467317
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015265332_8408,0.2273387908935547,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015265.560228
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015266335_5034,0.232161283493042,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015266.5681355
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015267337_8000,0.2350144386291504,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015267.5724275
10bb3ab7-69e7-4744-80d9-65e4b7b53334_1731015268340_2291,0.2178664207458496,10bb3ab7-69e7-4744-80d9-65e4b7b53334,1731015268.5587564
